scene,section,start_sec,end_sec,start_time,end_time,duration_sec,sentence,image,review_status,reason,motion,transition
366,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2130.471,2136.623,35:30.471,35:36.623,6.152,Odysseus’un eşi Penelope ise yirmi yıldır kocasının dönüp dönmeyeceğini bilmeden yaşamaktadır.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
367,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2136.623,2144.492,35:36.623,35:44.492,7.869,Odysseus öldü sanıldığı için İthaka ve çevresindeki soylu ailelerden çok sayıda erkek Penelope’yle evlenmek ister.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
368,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2144.492,2147.639,35:44.492,35:47.639,3.147,Bu erkeklere talipler denir.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “İTHAKA’DA ONU BEKLEYEN SAVAŞ” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
369,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2147.639,2157.225,35:47.639,35:57.225,9.587,"Penelope’yle evlenmek onlara yalnızca bir eş değil, Odysseus’un hanesi, serveti ve İthaka’daki iktidarı üzerinde güçlü bir hak iddiası sağlayacaktır.",panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
370,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2157.225,2160.801,35:57.225,36:00.801,3.576,Talipler yıllardır Odysseus’un sarayında yaşar.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
371,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2160.801,2165.236,36:00.801,36:05.236,4.435,"Hayvanlarını keser, şarabını içer ve servetini tüketir.",panel_55.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “İTHAKA’DA ONU BEKLEYEN SAVAŞ” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_left,crossfade
372,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2165.236,2169.67,36:05.236,36:09.670,4.435,Yani ev sahibinin yokluğundan yararlanan kötü misafirlerdir.,panel_55.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “İTHAKA’DA ONU BEKLEYEN SAVAŞ” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
373,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2169.67,2177.54,36:09.670,36:17.540,7.869,"Truva Atı’nda misafirperverlik güvenini bozan Odysseus, evine döndüğünde aynı yasanın kendi sarayında da çiğnendiğini görür.",panel_55.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
374,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2177.54,2181.974,36:17.540,36:21.974,4.435,"Taliplerin lideri, filmde Robert Pattinson’ın canlandırdığı Antinous’tur.",panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
375,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2181.974,2186.409,36:21.974,36:26.409,4.435,Penelope’yle evlenmenin yanında Telemakhos’u öldürmeyi de planlar.,panel_53.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Penelope’yi, Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
376,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2186.409,2192.561,36:26.409,36:32.561,6.152,Bu tehdit Homeros’ta da vardır; film onu daha doğrudan hâle getirir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
377,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2192.561,2196.995,36:32.561,36:36.995,4.435,Penelope ise en az Odysseus kadar zekidir.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
378,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2196.995,2203.577,36:36.995,36:43.577,6.581,"Yeni eşini, Odysseus’un yaşlı babası için hazırladığı cenaze örtüsü bitince seçeceğini söyler.",panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
379,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2203.577,2210.158,36:43.577,36:50.158,6.581,Gündüz dokuduğu bölümleri gece gizlice söker ve bu hileyi üç yıl sürdürür.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki ölüler dünyası ve kayıp temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
380,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2210.158,2214.593,36:50.158,36:54.593,4.435,Sonunda saraydaki kadınlardan biri sırrını taliplere açıklar.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “İTHAKA’DA ONU BEKLEYEN SAVAŞ” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
381,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2214.593,2220.315,36:54.593,37:00.315,5.723,"Penelope’nin dokuma hilesi, Odysseus’un savaş planlarının ev içindeki karşılığı gibidir.",panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
382,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2220.315,2228.185,37:00.315,37:08.185,7.869,"İkisi de daha güçlü rakipleri doğrudan yenemediğinde zaman kazanmak için zekâya, role ve aldatmaya başvurur.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
383,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2228.185,2234.337,37:08.185,37:14.337,6.152,Odysseus böylece kendisi kadar sabırlı ve kurnaz bir eşe geri dönmektedir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
384,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2234.337,2240.489,37:14.337,37:20.489,6.152,Fakat saraya kral olarak girerse sayıca üstün talipler onu hemen öldürebilir.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
385,İTHAKA’DA ONU BEKLEYEN SAVAŞ,2240.489,2253.081,37:20.489,37:33.081,12.592,"Bu yüzden Troya’da kullandığı yöntemin başka bir biçimine başvurur: Truva Atı’nın içinde düşman şehrine girdiği gibi, şimdi de bir dilenci görünümünün içine saklanarak kendi evine girecektir.",panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Troya/Truva bağlamını, tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
386,"DİLENCİ, KÖPEK VE YAY",2253.081,2256.227,37:33.081,37:36.227,3.147,Odysseus kimliğini hemen açıklamaz.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
387,"DİLENCİ, KÖPEK VE YAY",2256.227,2263.238,37:36.227,37:43.238,7.011,Athena onu yaşlı bir dilenciye dönüştürür; böylece adada kimin hâlâ sadık olduğunu görebilir.,panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Athena’yı doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
388,"DİLENCİ, KÖPEK VE YAY",2263.238,2268.102,37:43.238,37:48.102,4.864,Homeros’ta önce sadık domuz çobanı Eumaios’un yanına gider.,panel_52.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “DİLENCİ, KÖPEK VE YAY” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
389,"DİLENCİ, KÖPEK VE YAY",2268.102,2275.113,37:48.102,37:55.113,7.011,Oğlu Telemakhos’la burada buluşup kimliğini açıklar ve talipleri yenmek için onunla plan kurar.,panel_54.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
390,"DİLENCİ, KÖPEK VE YAY",2275.113,2285.558,37:55.113,38:05.558,10.446,"Nolan bu sessiz buluşmayı bir aksiyon sahnesine çevirir: Odysseus, Telemakhos’u saldırganlardan kurtarır; genç adam yanında savaşan dilencinin babası olduğunu başlangıçta bilmez.",panel_54.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
391,"DİLENCİ, KÖPEK VE YAY",2285.558,2290.422,38:05.558,38:10.422,4.864,Odysseus daha sonra dilenci kılığında kendi sarayına girer.,panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
392,"DİLENCİ, KÖPEK VE YAY",2290.422,2294.427,38:10.422,38:14.427,4.005,Onu ilk tanıyanlardan biri insan değildir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
393,"DİLENCİ, KÖPEK VE YAY",2294.427,2301.438,38:14.427,38:21.438,7.011,"Odysseus’un savaşa gitmeden önce yetiştirdiği köpeği Argos, yirmi yıl sonra sahibini fark eder.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
394,"DİLENCİ, KÖPEK VE YAY",2301.438,2305.443,38:21.438,38:25.443,4.005,Argos artık çok yaşlı ve güçsüzdür.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
395,"DİLENCİ, KÖPEK VE YAY",2305.443,2309.448,38:25.443,38:29.448,4.005,Odysseus’u görünce kulaklarını indirip kuyruğunu sallar.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
396,"DİLENCİ, KÖPEK VE YAY",2309.448,2314.742,38:29.448,38:34.742,5.293,Odysseus kimliğini belli etmemek için ona yaklaşamaz; gözyaşlarını gizler.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
397,"DİLENCİ, KÖPEK VE YAY",2314.742,2319.606,38:34.742,38:39.606,4.864,Argos ise sahibinin döndüğünü gördükten hemen sonra ölür.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
398,"DİLENCİ, KÖPEK VE YAY",2319.606,2325.328,38:39.606,38:45.328,5.723,"Bu küçücük sahne, bütün canavarlardan ve savaşlardan daha etkili olabilir.",panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki savaş atmosferini doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
399,"DİLENCİ, KÖPEK VE YAY",2325.328,2329.333,38:45.328,38:49.333,4.005,"Argos, Odysseus’un unvanlarını ve hatalarını bilmez.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
400,"DİLENCİ, KÖPEK VE YAY",2329.333,2334.627,38:49.333,38:54.627,5.293,Yalnızca sahibini tanır ve bunun için hiçbir kanıt istemez.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
401,"DİLENCİ, KÖPEK VE YAY",2334.627,2343.355,38:54.627,39:03.355,8.728,Penelope’nin ise karşısındaki yabancının kim olduğunu anlayabilmek için hem dikkatli olması hem de kendi planını kurması gerekir.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
402,"DİLENCİ, KÖPEK VE YAY",2343.355,2347.789,39:03.355,39:07.789,4.435,Bu planın ilk adımı Odysseus’un eski yayıdır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
403,"DİLENCİ, KÖPEK VE YAY",2347.789,2357.806,39:07.789,39:17.806,10.016,Penelope talipler arasında bir yarışma düzenler: Odysseus’un büyük yayını gerebilen ve oku on iki baltanın sap deliklerinden geçirebilen kişiyle evlenecektir.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
404,"DİLENCİ, KÖPEK VE YAY",2357.806,2360.952,39:17.806,39:20.952,3.147,Taliplerin hiçbiri yayı geremez.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki yay yarışmasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
405,"DİLENCİ, KÖPEK VE YAY",2360.952,2368.392,39:20.952,39:28.392,7.44,"Herkesin dilenci sandığı Odysseus ise yayı kolayca gerer, oku hedeften geçirir ve kimliğini açıklar.",panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, yay yarışmasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
406,"DİLENCİ, KÖPEK VE YAY",2368.392,2374.973,39:28.392,39:34.973,6.581,"Homeros’ta Odysseus, Telemakhos ve kendisine sadık iki hizmetkârla birlikte taliplerin tamamını öldürür.",panel_54.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
407,"DİLENCİ, KÖPEK VE YAY",2374.973,2381.984,39:34.973,39:41.984,7.011,"Nolan filminde Odysseus, Telemakhos’un ellerini kana bulamamak için savaşın büyük bölümünü kendisi üstlenir.",panel_54.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
408,"DİLENCİ, KÖPEK VE YAY",2381.984,2385.131,39:41.984,39:45.131,3.147,Homeros’taki şiddet taliplerle bitmez.,panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “DİLENCİ, KÖPEK VE YAY” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",pan_right,crossfade
409,"DİLENCİ, KÖPEK VE YAY",2385.131,2391.712,39:45.131,39:51.712,6.581,"Sarayda köleleştirilmiş on iki kadın, taliplerle ilişkileri olduğu gerekçesiyle Telemakhos tarafından asılır.",panel_54.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Telemakhos’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
410,"DİLENCİ, KÖPEK VE YAY",2391.712,2401.299,39:51.712,40:01.299,9.587,Bu kadınların ne kadar seçim hakkına sahip olduğu modern okurlar için ciddi bir sorudur; Nolan bu infazı filmden çıkarır.,panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “DİLENCİ, KÖPEK VE YAY” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_out,crossfade
411,"DİLENCİ, KÖPEK VE YAY",2401.299,2405.304,40:01.299,40:05.304,4.005,Odysseus yayı sayesinde sarayını geri almıştır.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_left,crossfade
412,"DİLENCİ, KÖPEK VE YAY",2405.304,2413.603,40:05.304,40:13.603,8.299,"Fakat bir evi silahla geri almakla, yirmi yıldır bekleyen eşinin güvenini yeniden kazanmak aynı şey değildir.",panel_60.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
413,"DİLENCİ, KÖPEK VE YAY",2413.603,2418.037,40:13.603,40:18.037,4.435,Talipleri yenmek için gücü ve kurnazlığı yeterliydi.,panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, “DİLENCİ, KÖPEK VE YAY” bölümünün mekânını, karakterini veya duygusal tonunu destekliyor ve cümlenin anlamıyla çelişmiyor.",zoom_in,crossfade
414,"DİLENCİ, KÖPEK VE YAY",2418.037,2425.048,40:18.037,40:25.048,7.011,Penelope’yi ikna etmek içinse yalnızca gerçek Odysseus’un bilebileceği ortak bir anıya ihtiyacı vardır.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
415,"DİLENCİ, KÖPEK VE YAY",2425.048,2428.624,40:25.048,40:28.624,3.576,Odysseus sonunda Penelope’nin karşısına çıkar.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
416,"DİLENCİ, KÖPEK VE YAY",2428.624,2436.064,40:28.624,40:36.064,7.44,"Fakat Penelope, yalanları ve kılık değiştirmesiyle ünlü bu adamın gerçekten kocası olduğuna hemen inanmaz.",panel_51.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
417,"DİLENCİ, KÖPEK VE YAY",2436.064,2441.787,40:36.064,40:41.787,5.723,Penelope onu sınamak için hizmetçilere evlilik yataklarını odadan çıkarmalarını söyler.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_in,crossfade
418,"DİLENCİ, KÖPEK VE YAY",2441.787,2445.362,40:41.787,40:45.362,3.576,Odysseus buna öfkeyle itiraz eder.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
419,"DİLENCİ, KÖPEK VE YAY",2445.362,2454.09,40:45.362,40:54.090,8.728,"Çünkü yatağı yıllar önce kendi elleriyle, kökleri hâlâ toprağın içinde bulunan canlı bir zeytin ağacının gövdesinden yapmıştır.",panel_60.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
420,"DİLENCİ, KÖPEK VE YAY",2454.09,2458.954,40:54.090,40:58.954,4.864,Odayı da bu sabit yatağın çevresine inşa etmiştir.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
421,"DİLENCİ, KÖPEK VE YAY",2458.954,2463.389,40:58.954,41:03.389,4.435,Yatağı yerinden çıkarmak ancak ağacı keserek mümkündür.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
422,"DİLENCİ, KÖPEK VE YAY",2463.389,2467.824,41:03.389,41:07.824,4.435,Bu sırrı yalnızca Odysseus ve Penelope bilir.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Odysseus’u, Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
423,"DİLENCİ, KÖPEK VE YAY",2467.824,2472.687,41:07.824,41:12.687,4.864,Penelope karşısındaki adamın gerçekten kocası olduğunu böylece anlar.,panel_57.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki Penelope’yi doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
424,"DİLENCİ, KÖPEK VE YAY",2472.687,2480.127,41:12.687,41:20.127,7.44,"Yirmi yıl sonra Odysseus yalnızca ülkesine değil, eşine ve kendi kimliğine de geri dönmüştür.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,pan_right,crossfade
425,"DİLENCİ, KÖPEK VE YAY",2480.127,2484.562,41:20.127,41:24.562,4.435,"Bu, Odysseia’nın en meşhur tanıma sahnelerinden biridir.",BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
426,"DİLENCİ, KÖPEK VE YAY",2484.562,2488.567,41:24.562,41:28.567,4.005,Fakat Nolan bunu da filmine almaz.,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_out,crossfade
427,"DİLENCİ, KÖPEK VE YAY",2488.567,2492.572,41:28.567,41:32.572,4.005,Yatak sırrı Odysseus’un kim olduğunu kanıtlar.,panel_60.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, Odysseus’u doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_left,crossfade
428,"DİLENCİ, KÖPEK VE YAY",2492.572,2497.436,41:32.572,41:37.436,4.864,"Ancak sarayın içindeki katliam, dışarıdaki dünyayı kendiliğinden sakinleştirmez.",panel_59.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını, yay yarışmasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",pan_right,crossfade
429,"DİLENCİ, KÖPEK VE YAY",2497.436,2507.453,41:37.436,41:47.453,10.016,Şimdi hem Homeros hem de Nolan aynı soruyla karşı karşıyadır: Odysseus evine döndükten sonra bu şiddet döngüsü nasıl sona erecek?,BLACK / NEW IMAGE NEEDED,YENİ GÖRSEL GEREKLİ,Kütüphanedeki mevcut görseller arasında bu cümleyi doğrudan ve yanlış çağrışım yaratmadan anlatan yeterince uygun bir görsel bulunmadığı için yeni görsel gerekli.,zoom_in,crossfade
430,HOMEROS’UN SONU VE NOLAN’IN YENİ SONU,2507.453,2511.887,41:47.453,41:51.887,4.435,Homeros’un destanı yatak sırrıyla tamamen sona ermez.,panel_60.jpg,MEVCUT GÖRSEL KULLANILABİLİR,"Görsel, cümledeki tahta at veya hile temasını doğrudan destekliyor; anlatılan kişi/olayla çelişen bir unsur taşımıyor.",zoom_out,crossfade
